Object Name,Collision Position X,Collision Position Y,Collision Position Z,Collider Tag
Capsule_5,-19.1729,1,-6.549989,Untagged
Capsule_5,-19.15569,1,-6.474636,Untagged
Capsule_5,-19.14221,1,-6.4059,Untagged
Capsule_5,-19.13004,1,-6.332721,Untagged
Capsule_5,-19.11964,1,-6.256191,Untagged
Capsule_5,-19.11044,1,-6.167641,Untagged
Capsule_5,-19.10477,1,-6.090066,Untagged
Capsule_5,-19.10143,1,-6.017787,Untagged
Capsule_5,-19.09981,1,-5.935575,Untagged
Capsule_5,-19.10025,1,-5.864143,Untagged
Capsule_5,-19.10234,1,-5.792835,Untagged
Capsule_5,-19.10613,1,-5.720331,Untagged
Capsule_5,-19.11164,1,-5.646722,Untagged
Capsule_5,-19.11962,1,-5.565562,Untagged
Capsule_5,-19.12872,1,-5.490747,Untagged
Capsule_5,-19.13937,1,-5.416493,Untagged
Capsule_5,-19.15232,1,-5.338181,Untagged
Capsule_5,-19.16699,1,-5.259979,Untagged
Capsule_5,-19.1852,1,-5.17351,Untagged
Capsule_5,-19.20522,1,-5.088137,Untagged
Capsule_5,-19.22475,1,-5.012026,Untagged
Capsule_5,-19.24594,1,-4.935695,Untagged
Capsule_5,-19.27504,1,-4.838953,Untagged
Capsule_5,-19.3016,1,-4.757265,Untagged
Capsule_5,-19.32831,1,-4.680164,Untagged
Capsule_5,-19.37404,1,-4.55774,Untagged
Capsule_5,-19.4073,1,-4.474886,Untagged
Capsule_5,-19.44139,1,-4.394457,Untagged
Capsule_5,-19.52937,1,-4.203693,Untagged
Capsule_5,-19.58322,1,-4.09669,Untagged
Capsule_5,-19.6281,1,-4.012131,Untagged
Capsule_5,-19.67654,1,-3.925,Untagged
Capsule_5,-19.7349,1,-3.825078,Untagged
Capsule_5,-19.79375,1,-3.729245,Untagged
